,Date,Bulletin,Obs Code,Residual RA,Residual Dec,Num,Magnitude,Magnitude Obs Code,Obs Code Agreement,Diagonal Residual
3703,6/10/2022,2022-L78 ,H36,0.0,0.5,212,20.0,H36,True,0.5
3704,6/10/2022,2022-L78 ,F52,0.1,0.0,213,20.5,F52,True,0.1
3705,6/10/2022,2022-L78 ,F52,0.1,0.0,214,20.49,F52,True,0.1
3706,6/10/2022,2022-L78 ,Q62,0.1,0.2,215,,Q62,True,0.223606797749979
3707,6/10/2022,2022-L78 ,Q62,0.2,0.3,216,20.5,Q62,True,0.36055512754639896
3708,6/10/2022,2022-L78 ,033,0.1,0.2,217,20.8,033,True,0.223606797749979
3709,6/10/2022,2022-L78 ,033,0.1,0.1,218,20.8,033,True,0.14142135623730953
3710,6/10/2022,2022-L78 ,033,0.1,0.1,219,20.9,033,True,0.14142135623730953
3711,6/10/2022,2022-L78 ,033,0.1,0.0,220,20.9,033,True,0.1
3712,6/10/2022,2022-L78 ,H36,0.1,0.2,221,20.2,H36,True,0.223606797749979
3713,6/10/2022,2022-L78 ,H36,0.8,0.0,222,20.2,H36,True,0.8
3714,6/10/2022,2022-L78 ,654,0.1,0.0,223,20.3,654,True,0.1
3715,6/10/2022,2022-L78 ,654,0.0,0.1,224,20.5,654,True,0.1
3716,6/10/2022,2022-L78 ,033,0.1,0.0,225,21.1,033,True,0.1
3717,6/10/2022,2022-L78 ,033,0.2,0.1,226,21.1,033,True,0.223606797749979
3718,6/10/2022,2022-L78 ,033,0.1,0.0,227,21.2,033,True,0.1
3719,6/10/2022,2022-L78 ,B37,1.4,0.9,228,19.5,B37,True,1.6643316977093237
3720,6/10/2022,2022-L78 ,B37,0.2,1.1,229,19.5,B37,True,1.118033988749895
3721,6/10/2022,2022-L78 ,204,0.6,0.1,230,20.5,204,True,0.6082762530298219
3722,6/10/2022,2022-L78 ,B37,0.7,0.2,231,19.3,B37,True,0.7280109889280517
3723,6/10/2022,2022-L78 ,B37,1.6,0.1,232,20.5,B37,True,1.6031219541881399
3724,6/10/2022,2022-L78 ,B37,1.1,0.3,233,19.6,B37,True,1.140175425099138
3725,6/10/2022,2022-L78 ,204,0.6,0.3,234,,204,True,0.6708203932499369
3726,6/10/2022,2022-L78 ,I22,0.7,0.2,235,20.6,I22,True,0.7280109889280517
3727,6/10/2022,2022-L78 ,M21,0.3,0.0,236,,M21,True,0.3
3728,6/10/2022,2022-L78 ,M21,0.3,0.0,237,20.3,M21,True,0.3
3729,6/10/2022,2022-L78 ,654,0.1,0.0,238,20.6,654,True,0.1
3730,6/10/2022,2022-L78 ,654,0.1,0.1,239,20.7,654,True,0.14142135623730953
3731,6/10/2022,2022-L78 ,654,0.0,0.2,240,20.3,654,True,0.2
3732,6/10/2022,2022-L78 ,654,0.1,0.2,241,20.2,654,True,0.223606797749979
3733,6/10/2022,2022-L78 ,654,0.1,0.3,242,20.3,654,True,0.31622776601683794
3734,6/10/2022,2022-L78 ,654,0.0,0.2,243,20.2,654,True,0.2
3735,6/10/2022,2022-L78 ,K63,0.7,0.5,244,20.9,K63,True,0.8602325267042626
3736,6/10/2022,2022-L78 ,K63,0.2,0.6,245,20.0,K63,True,0.6324555320336759
3737,6/10/2022,2022-L79 ,G96,0.1,0.1,1,21.02,G96,True,0.14142135623730953
3738,6/10/2022,2022-L79 ,G96,0.1,0.7,2,20.68,G96,True,0.7071067811865475
3739,6/10/2022,2022-L79 ,G96,0.4,0.2,3,20.46,G96,True,0.447213595499958
3740,6/10/2022,2022-L79 ,I52,0.1,0.1,4,,I52,True,0.14142135623730953
3741,6/10/2022,2022-L79 ,I52,0.1,0.0,5,21.35,I52,True,0.1
3742,6/10/2022,2022-L79 ,I52,0.5,0.2,6,,I52,True,0.5385164807134505
3743,6/10/2022,2022-L79 ,I52,0.1,0.4,7,,I52,True,0.4123105625617661
3744,6/10/2022,2022-L79 ,Z84,0.0,0.4,8,20.9,Z84,True,0.4
3745,6/10/2022,2022-L79 ,H21,0.2,0.4,9,20.8,H21,True,0.447213595499958
3746,6/10/2022,2022-L79 ,H21,0.3,0.6,10,20.9,H21,True,0.6708203932499369
3747,6/10/2022,2022-L79 ,H21,0.0,0.9,11,20.7,H21,True,0.9
3748,6/10/2022,2022-L79 ,G84,0.6,1.8,12,21.02,G84,True,1.8973665961010275
3749,6/10/2022,2022-L79 ,G84,0.1,0.7,13,20.76,G84,True,0.7071067811865475
3750,6/10/2022,2022-L79 ,G84,0.2,1.5,14,20.99,G84,True,1.5132745950421556
3751,6/10/2022,2022-L79 ,G84,0.0,0.4,15,21.14,G84,True,0.4
3752,6/10/2022,2022-L79 ,H36,0.0,0.4,16,21.0,H36,True,0.4
3753,6/10/2022,2022-L79 ,H36,0.2,0.1,17,21.1,H36,True,0.223606797749979
3754,6/10/2022,2022-L79 ,H21,0.0,0.4,18,21.1,H21,True,0.4
3755,6/10/2022,2022-L79 ,H21,0.0,0.0,19,21.5,H21,True,0.0
3756,6/10/2022,2022-L79 ,H21,0.2,0.1,20,21.0,H21,True,0.223606797749979
3757,6/10/2022,2022-L79 ,H21,0.3,0.0,21,21.8,H21,True,0.3
3758,6/10/2022,2022-L79 ,654,0.4,0.1,22,21.4,654,True,0.4123105625617661
3759,6/10/2022,2022-L79 ,654,1.5,0.2,23,21.4,654,True,1.5132745950421556
3760,6/19/2022,2022-M16 ,G96,0.3,0.5,1,20.25,G96,True,0.58309518948453
3761,6/19/2022,2022-M16 ,G96,0.1,0.1,2,20.59,G96,True,0.14142135623730953
3762,6/19/2022,2022-M16 ,G96,0.5,0.0,3,20.89,G96,True,0.5
3763,6/19/2022,2022-M16 ,G96,0.3,0.0,4,,G96,True,0.3
3764,6/19/2022,2022-M16 ,Z84,0.1,0.4,5,20.7,Z84,True,0.4123105625617661
3765,6/19/2022,2022-M16 ,Z84,0.3,0.2,6,20.2,Z84,True,0.36055512754639896
3766,6/19/2022,2022-M16 ,104,0.4,0.5,7,20.3,104,True,0.6403124237432849
3767,6/19/2022,2022-M16 ,958,0.1,0.9,8,19.8,958,True,0.9055385138137417
3768,6/19/2022,2022-M16 ,958,0.0,0.9,9,19.5,958,True,0.9
3769,6/19/2022,2022-M16 ,958,1.2,2.3,10,19.9,958,True,2.5942243542145693
3770,6/19/2022,2022-M16 ,104,0.0,0.2,11,20.5,104,True,0.2
3771,6/19/2022,2022-M16 ,104,0.8,0.4,12,19.6,104,True,0.894427190999916
3772,6/19/2022,2022-M16 ,J95,0.6,0.9,13,20.3,J95,True,1.0816653826391966
3773,6/19/2022,2022-M16 ,J95,0.1,0.7,14,20.0,J95,True,0.7071067811865475
3774,6/19/2022,2022-M16 ,Z31,0.3,0.0,15,20.8,Z31,True,0.3
3775,6/19/2022,2022-M16 ,Z31,0.3,0.2,16,20.2,Z31,True,0.36055512754639896
3776,6/19/2022,2022-M16 ,Z31,0.3,0.3,17,20.1,Z31,True,0.4242640687119285
3777,6/19/2022,2022-M16 ,654,0.2,0.1,18,20.2,654,True,0.223606797749979
3778,6/19/2022,2022-M16 ,654,0.2,0.1,19,20.5,654,True,0.223606797749979
3779,6/19/2022,2022-M16 ,654,0.1,0.0,20,20.5,654,True,0.1
3780,6/19/2022,2022-M16 ,H36,0.2,0.2,21,20.0,H36,True,0.28284271247461906
3781,6/19/2022,2022-M16 ,H36,0.2,0.4,22,19.7,H36,True,0.447213595499958
3782,6/19/2022,2022-M16 ,H36,0.5,0.7,23,19.7,H36,True,0.8602325267042626
3783,6/19/2022,2022-M16 ,H36,0.3,0.8,24,20.2,H36,True,0.8544003745317532
3784,6/19/2022,2022-M16 ,595,0.5,0.6,25,19.7,595,True,0.7810249675906654
3785,6/19/2022,2022-M16 ,595,0.2,0.9,26,,595,True,0.9219544457292888
3786,6/19/2022,2022-M16 ,L01,0.1,0.1,27,20.1,L01,True,0.14142135623730953
3787,6/19/2022,2022-M16 ,G34,0.2,0.9,28,19.5,G34,True,0.9219544457292888
3788,6/19/2022,2022-M16 ,L01,0.5,0.2,29,20.2,L01,True,0.5385164807134505
3789,6/19/2022,2022-M16 ,L01,0.5,0.2,30,20.2,L01,True,0.5385164807134505
3790,6/19/2022,2022-M16 ,L01,0.1,0.0,31,20.1,L01,True,0.1
3791,6/19/2022,2022-M16 ,595,0.3,0.3,32,19.7,595,True,0.4242640687119285
3792,6/19/2022,2022-M16 ,L01,0.3,0.3,33,20.3,L01,True,0.4242640687119285
3793,6/19/2022,2022-M16 ,G34,0.1,0.2,34,19.4,G34,True,0.223606797749979
3794,6/19/2022,2022-M16 ,C82,1.1,0.2,35,19.8,C82,True,1.118033988749895
3795,6/19/2022,2022-M16 ,G34,0.4,0.3,36,19.4,G34,True,0.5
3796,6/19/2022,2022-M16 ,C82,0.4,0.0,37,20.5,C82,True,0.4
3797,6/19/2022,2022-M16 ,G34,0.1,0.1,38,19.1,G34,True,0.14142135623730953
3798,6/19/2022,2022-M16 ,G15,0.9,0.9,39,19.9,G15,True,1.2727922061357855
3799,6/19/2022,2022-M16 ,G15,0.0,0.5,40,19.1,G15,True,0.5
3800,6/19/2022,2022-M16 ,G15,0.6,0.7,41,19.5,G15,True,0.9219544457292886
3801,6/19/2022,2022-M16 ,K63,0.1,0.5,42,19.7,K63,True,0.5099019513592785
3802,6/19/2022,2022-M16 ,K63,0.3,0.4,43,20.6,K63,True,0.5
3803,6/19/2022,2022-M16 ,K63,0.3,0.2,44,20.7,K63,True,0.36055512754639896
3804,6/21/2022,2022-M25 ,F52,0.0,0.0,1,20.37,F52,True,0.0
3805,6/21/2022,2022-M25 ,F52,0.1,0.3,2,19.77,F52,True,0.31622776601683794
3806,6/21/2022,2022-M25 ,F52,0.0,0.2,3,20.55,F52,True,0.2
3807,6/21/2022,2022-M25 ,Z84,0.0,0.2,4,20.2,Z84,True,0.2
3808,6/21/2022,2022-M25 ,Z84,0.3,0.2,5,20.6,Z84,True,0.36055512754639896
3809,6/21/2022,2022-M25 ,104,0.1,0.3,6,20.6,104,True,0.31622776601683794
3810,6/21/2022,2022-M25 ,104,0.5,1.3,7,20.3,104,True,1.392838827718412
3811,6/21/2022,2022-M25 ,958,0.6,0.6,8,19.3,958,True,0.848528137423857
3812,6/21/2022,2022-M25 ,958,0.3,0.2,9,19.1,958,True,0.36055512754639896
3813,6/21/2022,2022-M25 ,958,1.3,0.3,10,19.4,958,True,1.3341664064126335
3814,6/21/2022,2022-M25 ,Y00,0.0,0.7,11,18.8,Y00,True,0.7
3815,6/21/2022,2022-M25 ,Y00,0.2,0.7,12,18.9,Y00,True,0.7280109889280517
3816,6/21/2022,2022-M25 ,Y00,0.1,0.2,13,19.6,Y00,True,0.223606797749979
3817,6/21/2022,2022-M25 ,H21,0.4,0.0,15,20.0,H21,True,0.4
3818,6/21/2022,2022-M25 ,H21,0.1,0.1,16,20.2,H21,True,0.14142135623730953
3819,6/21/2022,2022-M25 ,H21,0.2,0.2,17,19.8,H21,True,0.28284271247461906
3820,6/21/2022,2022-M25 ,H21,0.4,0.2,18,19.9,H21,True,0.447213595499958
3821,6/21/2022,2022-M25 ,H36,0.4,0.7,19,20.2,H36,True,0.8062257748298549
3822,6/21/2022,2022-M25 ,H36,0.1,0.1,20,20.3,H36,True,0.14142135623730953
3823,6/21/2022,2022-M25 ,H36,0.2,0.8,21,19.6,H36,True,0.8246211251235323
3824,6/21/2022,2022-M25 ,654,0.3,0.1,22,20.4,654,True,0.31622776601683794
3825,6/21/2022,2022-M25 ,654,0.1,0.1,23,20.4,654,True,0.14142135623730953
3826,6/21/2022,2022-M25 ,654,0.0,0.1,24,20.3,654,True,0.1
3827,6/21/2022,2022-M25 ,654,0.1,0.1,25,20.3,654,True,0.14142135623730953
3828,6/21/2022,2022-M25 ,I52,0.1,0.3,26,20.32,I52,True,0.31622776601683794
3829,6/21/2022,2022-M25 ,I52,0.6,0.2,27,18.75,I52,True,0.6324555320336759
3830,6/21/2022,2022-M25 ,I52,0.4,2.5,29,,I52,True,2.5317977802344327
3831,6/21/2022,2022-M25 ,I52,0.3,0.2,30,20.13,I52,True,0.36055512754639896
3832,6/21/2022,2022-M25 ,F52,0.0,0.1,31,20.18,F52,True,0.1
3833,6/21/2022,2022-M25 ,F52,0.0,0.1,32,20.33,F52,True,0.1
3834,6/21/2022,2022-M25 ,F52,0.1,3.0,33,20.16,F52,True,3.0016662039607267
3835,6/21/2022,2022-M25 ,204,0.1,0.1,34,20.4,204,True,0.14142135623730953
3836,6/21/2022,2022-M25 ,204,0.3,0.5,35,,204,True,0.58309518948453
3837,6/21/2022,2022-M25 ,H36,0.3,0.1,36,20.3,H36,True,0.31622776601683794
3838,6/21/2022,2022-M25 ,H36,0.2,0.2,37,20.0,H36,True,0.28284271247461906
3839,6/21/2022,2022-M25 ,654,0.0,0.1,38,20.3,654,True,0.1
3840,6/21/2022,2022-M25 ,H36,0.3,0.1,39,19.8,H36,True,0.31622776601683794
3841,6/21/2022,2022-M25 ,654,0.1,0.0,40,20.3,654,True,0.1
3842,6/21/2022,2022-M25 ,654,0.0,0.0,41,20.2,654,True,0.0
3843,6/21/2022,2022-M26 ,T08,0.2,0.6,1,16.94,T08,True,0.6324555320336759
3844,6/21/2022,2022-M26 ,T08,0.5,0.3,2,17.03,T08,True,0.58309518948453
3845,6/21/2022,2022-M26 ,T08,0.4,0.2,3,16.89,T08,True,0.447213595499958
3846,6/21/2022,2022-M26 ,T08,0.8,0.7,4,17.23,T08,True,1.063014581273465
3847,6/21/2022,2022-M26 ,595,0.7,0.8,5,17.5,595,True,1.063014581273465
3848,6/21/2022,2022-M26 ,595,0.5,0.7,6,18.4,595,True,0.8602325267042626
3849,6/21/2022,2022-M26 ,595,0.7,0.2,7,18.0,595,True,0.7280109889280517
3850,6/21/2022,2022-M26 ,595,0.9,0.4,8,18.5,595,True,0.9848857801796105
3851,6/21/2022,2022-M26 ,G34,0.9,0.5,9,17.7,G34,True,1.0295630140987
3852,6/21/2022,2022-M26 ,J69,0.7,0.0,10,17.2,J69,True,0.7
3853,6/21/2022,2022-M26 ,L01,0.4,0.4,11,17.9,L01,True,0.5656854249492381
3854,6/21/2022,2022-M26 ,G34,2.4,1.2,12,17.0,G34,True,2.6832815729997477
3855,6/21/2022,2022-M26 ,L01,0.7,0.2,13,17.6,L01,True,0.7280109889280517
3856,6/21/2022,2022-M26 ,L01,0.7,0.1,14,17.9,L01,True,0.7071067811865475
3857,6/21/2022,2022-M26 ,J69,0.9,0.5,15,17.3,J69,True,1.0295630140987
3858,6/21/2022,2022-M26 ,L01,0.5,0.2,16,17.8,L01,True,0.5385164807134505
3859,6/21/2022,2022-M26 ,G34,0.1,0.2,17,16.7,G34,True,0.223606797749979
3860,6/21/2022,2022-M26 ,L01,0.1,0.1,18,17.9,L01,True,0.14142135623730953
3861,6/21/2022,2022-M26 ,L01,0.4,0.8,19,17.9,L01,True,0.894427190999916
3862,6/21/2022,2022-M26 ,J69,0.4,0.4,20,17.4,J69,True,0.5656854249492381
3863,6/21/2022,2022-M26 ,104,0.2,0.2,21,17.8,104,True,0.28284271247461906
3864,6/21/2022,2022-M26 ,104,0.3,0.2,22,17.7,104,True,0.36055512754639896
3865,6/21/2022,2022-M26 ,104,0.0,0.3,23,,104,True,0.3
3866,6/21/2022,2022-M26 ,595,0.2,0.4,24,17.8,595,True,0.447213595499958
3867,6/21/2022,2022-M26 ,Z80,0.1,0.5,25,18.0,Z80,True,0.5099019513592785
3868,6/21/2022,2022-M26 ,595,0.4,0.4,26,17.9,595,True,0.5656854249492381
3869,6/21/2022,2022-M26 ,595,0.1,0.4,27,18.1,595,True,0.4123105625617661
3870,6/21/2022,2022-M26 ,Z80,0.5,0.3,28,17.3,Z80,True,0.58309518948453
3871,6/21/2022,2022-M26 ,J95,0.2,0.1,29,18.0,J95,True,0.223606797749979
3872,6/21/2022,2022-M26 ,J95,0.5,0.3,30,17.8,J95,True,0.58309518948453
3873,6/21/2022,2022-M26 ,J95,0.1,0.0,31,17.7,J95,True,0.1
3874,6/21/2022,2022-M26 ,J95,0.2,0.4,32,17.6,J95,True,0.447213595499958
3875,6/21/2022,2022-M26 ,204,0.1,0.7,33,17.9,204,True,0.7071067811865475
3876,6/21/2022,2022-M26 ,204,0.6,0.0,34,,204,True,0.6
3877,6/21/2022,2022-M26 ,Y00,0.3,0.4,35,19.2,Y00,True,0.5
3878,6/21/2022,2022-M26 ,Y00,0.6,0.0,36,18.2,Y00,True,0.6
3879,6/21/2022,2022-M26 ,Y00,0.3,0.5,37,18.3,Y00,True,0.58309518948453
3880,6/21/2022,2022-M26 ,H21,0.0,0.0,38,18.1,H21,True,0.0
3881,6/21/2022,2022-M26 ,H21,0.0,0.3,39,18.2,H21,True,0.3
3882,6/21/2022,2022-M26 ,H21,0.1,0.0,40,18.2,H21,True,0.1
3883,6/21/2022,2022-M26 ,H21,0.2,0.3,41,18.2,H21,True,0.36055512754639896
3884,6/21/2022,2022-M26 ,H21,0.1,0.3,42,18.3,H21,True,0.31622776601683794
3885,6/21/2022,2022-M26 ,654,0.0,0.0,43,18.2,654,True,0.0
3886,6/21/2022,2022-M26 ,654,0.2,0.0,44,18.2,654,True,0.2
3887,6/21/2022,2022-M27 ,G96,0.1,0.0,1,22.4,G96,True,0.1
3888,6/21/2022,2022-M27 ,G96,0.1,0.0,2,21.7,G96,True,0.1
3889,6/21/2022,2022-M27 ,W16,0.1,0.4,3,19.4,W16,True,0.4123105625617661
3890,6/21/2022,2022-M27 ,W16,0.0,0.4,4,19.0,W16,True,0.4
3891,6/21/2022,2022-M27 ,W16,0.4,0.0,5,19.2,W16,True,0.4
3892,6/21/2022,2022-M27 ,W16,0.1,0.1,6,19.0,W16,True,0.14142135623730953
3893,6/21/2022,2022-M27 ,J95,0.0,0.1,7,19.4,J95,True,0.1
3894,6/21/2022,2022-M27 ,J95,0.2,0.6,8,,J95,True,0.6324555320336759
3895,6/21/2022,2022-M27 ,J95,0.1,0.3,9,19.1,J95,True,0.31622776601683794
3896,6/21/2022,2022-M27 ,W16,0.1,0.2,10,19.3,W16,True,0.223606797749979
3897,6/21/2022,2022-M27 ,W16,0.0,0.1,11,19.2,W16,True,0.1
3898,6/21/2022,2022-M27 ,W16,0.0,0.4,12,19.0,W16,True,0.4
3899,6/21/2022,2022-M27 ,654,0.0,0.0,13,19.5,654,True,0.0
3900,6/21/2022,2022-M27 ,654,0.0,0.0,14,19.5,654,True,0.0
3901,6/21/2022,2022-M29 ,F52,0.0,0.1,1,21.13,F52,True,0.1
3902,6/21/2022,2022-M29 ,F52,0.0,0.1,2,21.29,F52,True,0.1
3903,6/21/2022,2022-M29 ,F52,0.1,0.1,3,21.02,F52,True,0.14142135623730953
3904,6/21/2022,2022-M29 ,F52,0.1,0.0,4,21.15,F52,True,0.1
3905,6/21/2022,2022-M29 ,H21,0.1,0.4,5,21.2,H21,True,0.4123105625617661
3906,6/21/2022,2022-M29 ,H21,0.2,0.1,6,21.2,H21,True,0.223606797749979
3907,6/21/2022,2022-M29 ,H36,0.6,0.0,8,20.8,H36,True,0.6
3908,6/21/2022,2022-M29 ,H36,0.7,0.1,9,20.1,H36,True,0.7071067811865475
3909,6/21/2022,2022-M29 ,568,0.0,0.0,10,21.1,568,True,0.0
3910,6/21/2022,2022-M29 ,568,0.1,0.0,11,21.11,568,True,0.1
3911,6/21/2022,2022-M29 ,568,0.1,0.0,12,21.09,568,True,0.1
3912,6/21/2022,2022-M29 ,H21,0.2,0.1,13,20.6,H21,True,0.223606797749979
3913,6/21/2022,2022-M29 ,H21,0.2,0.4,15,20.5,H21,True,0.447213595499958
3914,6/21/2022,2022-M29 ,654,0.0,0.2,17,20.9,654,True,0.2
3915,6/21/2022,2022-M29 ,104,0.1,0.4,19,,104,True,0.4123105625617661
3916,6/21/2022,2022-M30 ,K88,0.0,0.2,1,20.3,K88,True,0.2
3917,6/21/2022,2022-M30 ,K88,0.0,0.2,2,20.5,K88,True,0.2
3918,6/21/2022,2022-M30 ,F52,0.4,0.5,3,20.43,F52,True,0.6403124237432849
3919,6/21/2022,2022-M30 ,F52,0.1,0.1,4,20.52,F52,True,0.14142135623730953
3920,6/21/2022,2022-M30 ,F52,0.2,0.0,5,20.28,F52,True,0.2
3921,6/21/2022,2022-M30 ,F52,0.3,0.2,6,,F52,True,0.36055512754639896
3922,6/21/2022,2022-M30 ,F52,0.1,0.1,7,19.19,F52,True,0.14142135623730953
3923,6/21/2022,2022-M30 ,104,0.2,0.2,8,19.9,104,True,0.28284271247461906
3924,6/21/2022,2022-M30 ,104,0.2,0.5,9,20.6,104,True,0.5385164807134505
3925,6/21/2022,2022-M30 ,L01,0.3,0.3,10,20.6,L01,True,0.4242640687119285
3926,6/21/2022,2022-M30 ,L01,0.7,0.4,11,20.5,L01,True,0.8062257748298549
3927,6/21/2022,2022-M30 ,L01,0.2,0.0,13,20.6,L01,True,0.2
3928,6/21/2022,2022-M30 ,J95,0.6,0.1,14,20.5,J95,True,0.6082762530298219
3929,6/21/2022,2022-M30 ,J95,0.4,0.3,15,,J95,True,0.5
3930,6/21/2022,2022-M30 ,204,0.0,0.4,16,20.3,204,True,0.4
3931,6/21/2022,2022-M30 ,204,0.4,0.1,17,,204,True,0.4123105625617661
3932,6/21/2022,2022-M30 ,Y00,0.5,0.9,18,19.7,Y00,True,1.0295630140987
3933,6/21/2022,2022-M30 ,Y00,0.1,0.0,19,,Y00,True,0.1
3934,6/21/2022,2022-M30 ,Y00,0.1,0.5,20,19.5,Y00,True,0.5099019513592785
3935,6/21/2022,2022-M30 ,H21,0.2,0.2,21,20.6,H21,True,0.28284271247461906
3936,6/21/2022,2022-M30 ,H21,0.3,0.4,22,20.4,H21,True,0.5
3937,6/21/2022,2022-M30 ,H21,0.3,0.0,23,20.4,H21,True,0.3
3938,6/21/2022,2022-M30 ,H36,0.1,0.1,26,20.3,H36,True,0.14142135623730953
3939,6/21/2022,2022-M30 ,H36,0.3,0.6,27,19.9,H36,True,0.6708203932499369
3940,6/21/2022,2022-M30 ,654,0.1,0.1,29,20.5,654,True,0.14142135623730953
3941,6/21/2022,2022-M30 ,654,0.1,0.1,30,20.3,654,True,0.14142135623730953
3942,6/21/2022,2022-M30 ,I52,0.2,0.0,32,20.3,I52,True,0.2
3943,6/21/2022,2022-M30 ,I52,0.9,0.5,33,19.92,I52,True,1.0295630140987
3944,6/21/2022,2022-M30 ,I52,0.9,0.8,34,19.93,I52,True,1.2041594578792296
3945,6/21/2022,2022-M31 ,T08,0.1,0.1,1,17.54,T08,True,0.14142135623730953
3946,6/21/2022,2022-M31 ,T08,0.3,0.1,2,17.66,T08,True,0.31622776601683794
3947,6/21/2022,2022-M31 ,T08,0.5,0.0,3,17.18,T08,True,0.5
3948,6/21/2022,2022-M31 ,T08,0.1,0.1,4,17.83,T08,True,0.14142135623730953
3949,6/21/2022,2022-M31 ,595,0.5,0.3,5,17.0,595,True,0.58309518948453
3950,6/21/2022,2022-M31 ,595,0.5,0.2,6,,595,True,0.5385164807134505
3951,6/21/2022,2022-M31 ,595,1.0,0.2,7,17.1,595,True,1.019803902718557
3952,6/21/2022,2022-M31 ,595,0.7,0.2,8,16.9,595,True,0.7280109889280517
3953,6/21/2022,2022-M31 ,595,0.5,0.6,9,17.1,595,True,0.7810249675906654
3954,6/21/2022,2022-M31 ,595,0.3,0.1,10,,595,True,0.31622776601683794
3955,6/21/2022,2022-M31 ,J95,0.6,0.2,11,16.8,J95,True,0.6324555320336759
3956,6/21/2022,2022-M31 ,J95,0.7,0.1,12,16.9,J95,True,0.7071067811865475
3957,6/21/2022,2022-M31 ,J95,0.4,0.2,14,16.7,J95,True,0.447213595499958
3958,6/21/2022,2022-M31 ,J95,0.4,0.0,15,16.7,J95,True,0.4
3959,6/21/2022,2022-M31 ,204,0.4,0.2,16,,204,True,0.447213595499958
3960,6/21/2022,2022-M31 ,204,0.3,0.2,17,,204,True,0.36055512754639896
3961,6/21/2022,2022-M31 ,204,0.3,0.0,18,16.9,204,True,0.3
3962,6/21/2022,2022-M31 ,J95,0.4,0.0,19,16.3,J95,True,0.4
3963,6/21/2022,2022-M31 ,J95,0.5,0.2,20,16.1,J95,True,0.5385164807134505
3964,6/21/2022,2022-M31 ,J95,0.6,0.3,21,16.2,J95,True,0.6708203932499369
3965,6/21/2022,2022-M31 ,J69,0.4,0.2,22,16.6,J69,True,0.447213595499958
3966,6/21/2022,2022-M31 ,J69,0.7,0.1,23,16.6,J69,True,0.7071067811865475
3967,6/21/2022,2022-M31 ,J69,0.1,0.2,24,16.8,J69,True,0.223606797749979
3968,6/21/2022,2022-M31 ,J69,0.4,0.7,25,16.9,J69,True,0.8062257748298549
3969,6/21/2022,2022-M31 ,Y00,0.4,0.2,27,16.5,Y00,True,0.447213595499958
3970,6/21/2022,2022-M31 ,Y00,0.4,0.2,28,17.5,Y00,True,0.447213595499958
3971,6/21/2022,2022-M31 ,H21,0.5,0.1,30,16.2,H21,True,0.5099019513592785
3972,6/21/2022,2022-M31 ,H21,0.5,0.0,31,16.3,H21,True,0.5
3973,6/21/2022,2022-M31 ,H21,0.4,0.2,32,16.5,H21,True,0.447213595499958
3974,6/21/2022,2022-M31 ,654,0.5,0.2,34,15.9,654,True,0.5385164807134505
3975,6/21/2022,2022-M31 ,654,0.4,0.2,35,15.9,654,True,0.447213595499958
3976,6/21/2022,2022-M31 ,654,0.5,0.2,36,16.1,654,True,0.5385164807134505
3977,6/21/2022,2022-M31 ,654,0.1,0.1,37,16.4,654,True,0.14142135623730953
3978,6/23/2022,2022-M38 ,K88,0.7,0.8,1,18.7,K88,True,1.063014581273465
3979,6/23/2022,2022-M38 ,K88,0.2,0.1,2,18.7,K88,True,0.223606797749979
3980,6/23/2022,2022-M38 ,K88,1.0,0.4,3,19.0,K88,True,1.077032961426901
3981,6/23/2022,2022-M38 ,K88,0.2,0.1,4,18.9,K88,True,0.223606797749979
3982,6/23/2022,2022-M38 ,K88,0.5,0.4,5,19.0,K88,True,0.6403124237432849
3983,6/23/2022,2022-M38 ,K88,0.2,0.3,6,18.8,K88,True,0.36055512754639896
3984,6/23/2022,2022-M38 ,K88,0.4,0.9,7,18.9,K88,True,0.9848857801796105
3985,6/23/2022,2022-M38 ,K88,0.2,1.1,8,19.0,K88,True,1.118033988749895
3986,6/23/2022,2022-M38 ,K88,0.5,0.1,9,18.8,K88,True,0.5099019513592785
3987,6/23/2022,2022-M38 ,104,0.0,0.0,10,18.9,104,True,0.0
3988,6/23/2022,2022-M38 ,K88,0.2,0.3,11,19.2,K88,True,0.36055512754639896
3989,6/23/2022,2022-M38 ,104,0.2,0.2,12,18.8,104,True,0.28284271247461906
3990,6/23/2022,2022-M38 ,K88,0.3,0.1,13,19.0,K88,True,0.31622776601683794
3991,6/23/2022,2022-M38 ,K88,0.0,0.0,14,19.0,K88,True,0.0
3992,6/23/2022,2022-M38 ,K88,0.2,0.2,15,18.8,K88,True,0.28284271247461906
3993,6/23/2022,2022-M38 ,104,0.2,0.1,16,18.8,104,True,0.223606797749979
3994,6/23/2022,2022-M38 ,K88,0.3,0.7,17,19.0,K88,True,0.7615773105863908
3995,6/23/2022,2022-M38 ,J95,0.1,0.2,18,18.9,J95,True,0.223606797749979
3996,6/23/2022,2022-M38 ,J95,0.3,0.1,19,18.9,J95,True,0.31622776601683794
3997,6/23/2022,2022-M38 ,J95,0.2,0.2,20,18.7,J95,True,0.28284271247461906
3998,6/23/2022,2022-M38 ,K88,0.3,0.1,21,18.8,K88,True,0.31622776601683794
3999,6/23/2022,2022-M38 ,J95,0.3,0.4,22,18.7,J95,True,0.5
4000,6/23/2022,2022-M38 ,K88,0.0,0.3,23,19.1,K88,True,0.3
